num|DIRECCION|CALLE|COMUNA|REGION
1771|COLO COLO,863,Biobío|COLO COLO|['TOME', 'CURANILAHUE', 'ARAUCO', 'CABRERO', 'TALCAHUANO', 'SANTA JUANA', 'LOS ALAMOS', 'CANETE', 'LEBU', 'LAJA', 'SAN PEDRO DE LA PAZ', 'HUALQUI', 'CORONEL', 'CONCEPCION', 'NACIMIENTO', 'PENCO', 'CHIGUAYANTE', 'LOS ANGELES']|BIO BIO
1772|LOS PEUMOS , 4265, PUENTE ALTO, Metropolitana de Santiago|DIRECCIÓN DESCONOCIDA|PUENTE ALTO|METROPOLITANA DE SANTIAGO
1773|ANICETO MARTINEZ,740,Biobío|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|BIO BIO
1774|UNO EMILIANO FIGUEROA CASA 9 LOMAS DE BA|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|REGION DESCONOCIDA
1775|PJE MAULE,0173,Metropolitana de Santiago|MAULE|['LA FLORIDA', 'PENAFLOR', 'SANTIAGO', 'MAIPU', 'SAN BERNARDO', 'EL BOSQUE', 'SAN JOAQUIN']|METROPOLITANA DE SANTIAGO
1776|CAUTIN,8363,Metropolitana de Santiago|RIO CAUTIN|['LA GRANJA', 'EL BOSQUE', 'RENCA']|METROPOLITANA DE SANTIAGO
1777|PJE CERRO VERDE,6957,Metropolitana de Sa|CERRO VERDE|['CERRILLOS']|METROPOLITANA DE SANTIAGO
1778|CALLE 7 917,CESPERANZ,Valparaíso|CALLE DEL RIO|['SAN FELIPE']|VALPARAISO
1779|PJE QUELLON,4209,Metropolitana de Santia|QUELLON|['SAN JOAQUIN', 'SAN BERNARDO', 'LA CISTERNA', 'PEDRO AGUIRRE CERDA', 'EL BOSQUE', 'RENCA', 'MAIPU']|METROPOLITANA DE SANTIAGO
1780|EXEQUIEL FERNANDEZ,N499,DEPTO 306,Metrop|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|REGION DESCONOCIDA
1781|TUNCA BAJO,112,Lib. Gral. Bernardo O'Hig|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|LIBERTADOR GENERAL BERNARDO O HIGGINS
1782|MEMEBRILLO,sn,Lib. Gral. Bernardo O'Higg|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|LIBERTADOR GENERAL BERNARDO O HIGGINS
1783|PASAJE DOMINGO GONZALEZ RIVAS,1775,Coqui|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|REGION DESCONOCIDA
1784|LA ILUSION,1132,Metropolitana de Santiag|ILUSION|['PENAFLOR']|METROPOLITANA DE SANTIAGO
1785|BERNARDINO PARADA,1059,Metropolitana de |DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1786|VILLA REBOLAR OLIVERO VARQUE,1130,Valpar|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|REGION DESCONOCIDA
1787|PASAJE 13,casa5,Metropolitana de Santiag|PASAJE O|['QUINTA NORMAL', 'SAN BERNARDO', 'SAN MIGUEL']|METROPOLITANA DE SANTIAGO
1788|HERNAN OLGUIN,02686,Metropolitana de San|HERNAN OLGUIN|['MAIPU', 'PUENTE ALTO']|METROPOLITANA DE SANTIAGO
1789|LA ESPERANZA,203,Lib. Gral. Bernardo O'H|ESPERANZA|['PAREDONES', 'RENGO', 'MACHALI']|LIBERTADOR GENERAL BERNARDO O HIGGINS
1790|ANTONIO VARAS,71,Metropolitana de Santia|ANTONIO VARAS|['SAN BERNARDO', 'LAMPA', 'EL BOSQUE', 'QUILICURA', 'LA CISTERNA']|METROPOLITANA DE SANTIAGO
1791|CAUPOLICAN,319,Coquimbo|CAUPOLICAN|['PUNITAQUI', 'COQUIMBO', 'MONTE PATRIA', 'LA SERENA', 'RIO HURTADO', 'OVALLE', 'ANDACOLLO']|COQUIMBO
1792|LOS ABEDULES,1461,Maule|LOS ABEDULES|['SAN CLEMENTE', 'LINARES', 'TENO']|MAULE
1793|CORREO DE LAJA,0,Biobío|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|BIO BIO
1794|PJE MIAMI,2375,Metropolitana de Santiago|MIAMI|['VITACURA']|METROPOLITANA DE SANTIAGO
1795|CHAUCA,3332,Tarapacá|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|TARAPACA
1796|EDUARDO TITUS CONDOMINIO EL TREBOL VILLA|DIRECCIÓN DESCONOCIDA|VILLARRICA|LA ARAUCANIA
1797|MANUEL ROJAS,02212,Metropolitana de Sant|MANUEL ROJAS|['CERRO NAVIA', 'ESTACION CENTRAL', 'PUENTE ALTO', 'LO ESPEJO', 'QUILICURA', 'PENAFLOR', 'LA GRANJA']|METROPOLITANA DE SANTIAGO
1798|LA ESPERANZA,203,Lib. Gral. Bernardo O'H|ESPERANZA|['PAREDONES', 'RENGO', 'MACHALI']|LIBERTADOR GENERAL BERNARDO O HIGGINS
1799|ANTONIO VARAS,71,Metropolitana de Santia|ANTONIO VARAS|['SAN BERNARDO', 'LAMPA', 'EL BOSQUE', 'QUILICURA', 'LA CISTERNA']|METROPOLITANA DE SANTIAGO
1800|CAUPOLICAN,319,Coquimbo|CAUPOLICAN|['PUNITAQUI', 'COQUIMBO', 'MONTE PATRIA', 'LA SERENA', 'RIO HURTADO', 'OVALLE', 'ANDACOLLO']|COQUIMBO
1801|SAN GERONIMO, 1526, 9800069, SAN JAVIER, Maule|SAN GERONIMO|SAN JAVIER|MAULE
1802|CORREO DE LAJA,0,Biobío|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|BIO BIO
1803|PJE MIAMI,2375,Metropolitana de Santiago|MIAMI|['VITACURA']|METROPOLITANA DE SANTIAGO
1804|OHIGGINS,220,Metropolitana de Santiago|OHIGGINS|['PUDAHUEL', 'LAMPA', 'RENCA']|METROPOLITANA DE SANTIAGO
1805|LOS CISNES,1030,Metropolitana de Santiag|LOS CISNES|['PUDAHUEL', 'CERRILLOS', 'EL BOSQUE', 'COLINA', 'MACUL']|METROPOLITANA DE SANTIAGO
1806|5 SUR PONIENTE,583,Metropolitana de Sant|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1807|GRAL JOFRE,106,Valparaíso|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|VALPARAISO
1808|EL JILGERO,SN,Atacama|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|ATACAMA
1809|JOSE DE MANZO,159,Biobío|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|BIO BIO
1810|SAN MARTIN,1208,Los Lagos|SAN MARTIN|['PUERTO MONTT', 'FRESIA', 'ANCUD', 'PUERTO VARAS', 'LOS MUERMOS', 'OSORNO', 'PUERTO OCTAY', 'CASTRO', 'DALCAHUE', 'LLANQUIHUE', 'FRUTILLAR']|LOS LAGOS
1811|POBL SAN HERNAN BLOCK 67 DEPTO MARIA HUR|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|REGION DESCONOCIDA
1812|PUERTO DE PALOS,371,Metropolitana de San|PUERTO DE PALOS|['LAS CONDES', 'LA FLORIDA', 'PUENTE ALTO', 'COLINA']|METROPOLITANA DE SANTIAGO
1813|JOSE MIGUEL CARRERA BLOCK 774 DEPTO 24,0|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|REGION DESCONOCIDA
1814|MERCED 832 DEPTO 59,0,Metropolitana de S|MERCED|['MELIPILLA', 'SANTIAGO']|METROPOLITANA DE SANTIAGO
1815|SECTOR QUINCHAO,sn,Los Lagos|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|LOS LAGOS
1816|LAS COMPRESORAS,94,Valparaíso|LAS COMPRESORAS|['CALERA']|VALPARAISO
1817|TOLCOR 2783,0,Antofagasta|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|ANTOFAGASTA
1818|ENTRE RIOS,sn,Maule|ENTRE RIOS|['MOLINA']|MAULE
1819|AVDA LOS LAURELES,1283,Los Lagos|LOS LAURELES|['OSORNO', 'FRESIA', 'PUERTO OCTAY', 'PUERTO MONTT', 'SAN PABLO', 'PURRANQUE']|LOS LAGOS
1820|SALVADOR ALLENDE,219,Coquimbo|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|COQUIMBO
1821|PJE SAN MATEO,3006,Lib. Gral. Bernardo O|SAN MATEO|['SAN FERNANDO', 'RANCAGUA']|LIBERTADOR GENERAL BERNARDO O HIGGINS
1822|PATRIA VIEJA,2670,Biobío|PATRIA VIEJA|['HUALPEN', 'TOME']|BIO BIO
1823|CALLE PRAT,1705,Magallanes y de la Antár|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|MAGALLANES Y DE LA ANTARTICA CHILENA
1824|MARQUEZ,7208,Metropolitana de Santiago|LO MARQUEZ|['PENAFLOR']|METROPOLITANA DE SANTIAGO
1825|PEDRO JOSE CAMPOS,930,Lib. Gral. Bernard|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|LIBERTADOR GENERAL BERNARDO O HIGGINS
1826|PJE SUBTERRA,8946,Metropolitana de Santi|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1827|CHILE ESPAA,542,Metropolitana de Santiag|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1828|PASAJE 813,1175,dp 11,Valparaíso|PASAJE O|['VINA DEL MAR']|VALPARAISO
1829|PASAJE JOAQUIN EDWARS,974,Metropolitana |DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1830|FELISARDO SENJO,1598,Los Lagos|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|LOS LAGOS
1831|PJE SAN MATEO,3006,Lib. Gral. Bernardo O|SAN MATEO|['SAN FERNANDO', 'RANCAGUA']|LIBERTADOR GENERAL BERNARDO O HIGGINS
1832|PATRIA VIEJA,2670,Biobío|PATRIA VIEJA|['HUALPEN', 'TOME']|BIO BIO
1833|CALLE PRAT,1705,Magallanes y de la Antár|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|MAGALLANES Y DE LA ANTARTICA CHILENA
1834|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1835|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1836|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1837|AVENIDA PROVIDENCIA, 127, 33200379, 13101, PROVIDENCIA, Metropolitana de Santiago|AVENIDA PROVIDENCIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1838|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
1839|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
1840|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1841|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
1842|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1843|PANAMERICANA NORTE,0,Valparaíso|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|VALPARAISO
1844|GILDA 3141,0,Metropolitana de Santiago|GILDA|['RECOLETA']|METROPOLITANA DE SANTIAGO
1845|PASAJE NICASIO GALDAMES,164,Valparaíso|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|VALPARAISO
1846|PJE COLONIA ORIENTE,3527,Antofagasta|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|ANTOFAGASTA
1847|VALDIVIA,102,Biobío|VALDIVIA|['TALCAHUANO', 'CONCEPCION', 'YUMBEL', 'TOME', 'SANTA JUANA', 'HUALQUI', 'MULCHEN', 'LOS ANGELES']|BIO BIO
1848|13 Y MEDIO ORIENTE A CON 21 NORTE,3185,M|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|REGION DESCONOCIDA
1849|PJE 4,01410,La Araucanía|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|LA ARAUCANIA
1850|SERRANO,1052,Los Lagos|SERRANO|['RIO NEGRO', 'CHONCHI', 'QUINCHAO', 'PUERTO MONTT']|LOS LAGOS
1851|SANTA CLARA,2765,Metropolitana de Santia|SANTA CLARA|['SAN RAMON', 'LA CISTERNA', 'HUECHURABA', 'LA FLORIDA', 'LAS CONDES', 'PUDAHUEL', 'SAN MIGUEL', 'ISLA DE MAIPO']|METROPOLITANA DE SANTIAGO
1852|EL PENON FERROCARRIL,1380,Coquimbo|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|COQUIMBO
1853|PJE RIO FUTALEUFU,522,Biobío|FUTALEUFU|['TALCAHUANO', 'LAJA', 'SAN PEDRO DE LA PAZ']|BIO BIO
1854|CUATRO POB SAN MARTIN,725,Biobío|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|BIO BIO
1855|QUILIN,4690,33,Metropolitana de Santiago|QUILIN|['MAIPU']|METROPOLITANA DE SANTIAGO
1856|RAMON FREIRE,1214,Metropolitana de Santi|RAMON FREIRE|['LAMPA', 'BUIN', 'MAIPU', 'TALAGANTE', 'COLINA', 'LA FLORIDA', 'CURACAVI']|METROPOLITANA DE SANTIAGO
1857|LA CASTRINA,6357,Metropolitana de Santia|LA CASTRINA|['SAN JOAQUIN', 'LA GRANJA']|METROPOLITANA DE SANTIAGO
1858|PJE 4,01410,La Araucanía|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|LA ARAUCANIA
1859|CABO DE HORNOS,00,Valparaíso|CABO DE HORNOS|['HIJUELAS', 'QUILPUE', 'LA CRUZ', 'VINA DEL MAR', 'VILLA ALEMANA']|VALPARAISO
1860|PASAJE 1 ORIENTE CASA 1106POBLACION LA P|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|REGION DESCONOCIDA
1861|MASSMANN,481,La Araucanía|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|LA ARAUCANIA
1862|CRISTOBAL COLON,4537,DPTO1002,Metropolit|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|REGION DESCONOCIDA
1863|TEGUALDA,630,Metropolitana de Santiago|TEGUALDA|['LAMPA', 'NUNOA', 'TALAGANTE', 'LA FLORIDA', 'PROVIDENCIA', 'MAIPU', 'COLINA', 'QUINTA NORMAL', 'SAN RAMON']|METROPOLITANA DE SANTIAGO
1864|JOSE MANUEL BALMACEDA,2125,Metropolitana|JOSE MANUEL BALMACEDA|['TALAGANTE', 'RENCA', 'LA PINTANA', 'PUENTE ALTO', 'BUIN']|METROPOLITANA DE SANTIAGO
1865|VILLA LAS ASUCENAS,2,Metropolitana de Sa|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1866|EL FILODENDRO1,1774,Metropolitana de San|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1867|ALEJANDRO GALAZ,4228,VILLA MACU,Metropol|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|REGION DESCONOCIDA
1868|BLANCO ENCALADA,1335,PLAZA MAYO,Metropol|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|REGION DESCONOCIDA
1869|AVENIDA PRAT,313,Biobío|AVENIDA PRAT|['LOTA']|BIO BIO
1870|LOS CHILCOS MANZANA 24 CASA,10,Los Lagos|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|LOS LAGOS
1871|POBLACION AGUAS NEGRAS,0,Maule|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|MAULE
1872|RIO LONCOMILLA,30,EL OLIVAR,Valparaíso|LONCOMILLA|['VALPARAISO']|VALPARAISO
1873|JOSE MANUEL BALMACEDA,2125,Metropolitana|JOSE MANUEL BALMACEDA|['TALAGANTE', 'RENCA', 'LA PINTANA', 'PUENTE ALTO', 'BUIN']|METROPOLITANA DE SANTIAGO
1874|VILLA LAS ASUCENAS,2,Metropolitana de Sa|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1875|EL FILODENDRO1,1774,Metropolitana de San|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1876|ALEJANDRO GALAZ,4228,VILLA MACU,Metropol|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|REGION DESCONOCIDA
1877|BLANCO ENCALADA,1335,PLAZA MAYO,Metropol|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|REGION DESCONOCIDA
1878|PJE ANDALUCIA,8456,Metropolitana de Sant|ANDALUCIA|['MAIPU', 'QUILICURA', 'PADRE HURTADO', 'LA PINTANA']|METROPOLITANA DE SANTIAGO
1879|FREIRE 1070,0,Lib. Gral. Bernardo O'Higg|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|LIBERTADOR GENERAL BERNARDO O HIGGINS
1880|MARTINEZ DE ROZAS,3866,Metropolitana de |MARTINEZ DE ROZAS|['SANTIAGO', 'QUINTA NORMAL', 'PUDAHUEL', 'CURACAVI']|METROPOLITANA DE SANTIAGO
1881|CALLE LA RUDA NR 18 CERRO MAR,0,Valparaí|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|REGION DESCONOCIDA
1882|CARLOS IRIBARREN CONDELL,101,Lib. Gral. |DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|LIBERTADOR GENERAL BERNARDO O HIGGINS
1883|AVDA EL BOSQUE SUR,90,Metropolitana de S|EL BOSQUE SUR|['LAS CONDES']|METROPOLITANA DE SANTIAGO
1884|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1885|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
1886|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
1887|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
1888|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1889|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1890|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
1891|AVENIDA PROVIDENCIA, 129, 6, 33200379, PROVIDENCIA, Metropolitana de Santiago|AVENIDA PROVIDENCIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1892|PICHIDANGUI, 1273, LAS CONDES, Metropolitana de Santiago|PICHIDANGUI|LAS CONDES|METROPOLITANA DE SANTIAGO
1893|DIECIOCHO DE SEPTIEMBRE, 1170, CHILLAN, Biobío|DIECIOCHO DE SEPTIEMBRE|['CHIGUAYANTE', 'CONCEPCION', 'LOS ALAMOS', 'CORONEL', 'CURANILAHUE', 'TALCAHUANO', 'TUCAPEL', 'LOTA', 'YUMBEL']|BIO BIO
1894|DIECIOCHO DE SEPTIEMBRE, 1170, CHILLAN, Biobío|DIECIOCHO DE SEPTIEMBRE|['CHIGUAYANTE', 'CONCEPCION', 'LOS ALAMOS', 'CORONEL', 'CURANILAHUE', 'TALCAHUANO', 'TUCAPEL', 'LOTA', 'YUMBEL']|BIO BIO
1895|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1896|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1897|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1898|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1899|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
1900|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1901|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1902|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1903|ANIBAL PINTO, 675, CONCEPCION, Biobío|ANIBAL PINTO|CONCEPCION|BIO BIO
1904|AVENIDA CINCO DE ABRIL, 152, MAIPU, Metropolitana de Santiago|AVENIDA CINCO DE ABRIL|MAIPU|METROPOLITANA DE SANTIAGO
1905|EL ROBLE, 740-INT, CHILLAN, Biobío|EL ROBLE|['LEBU', 'LOS ALAMOS', 'CABRERO', 'LOTA', 'TIRUA', 'SAN PEDRO DE LA PAZ', 'NACIMIENTO', 'LAJA', 'HUALQUI', 'TOME', 'PENCO', 'CONCEPCION', 'LOS ANGELES']|BIO BIO
1906|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1907|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1908|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1909|AMERICO VESPUCIO 1386,0,Metropolitana de|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1910|OIDOR SOLAR,8690,Metropolitana de Santia|OIDOR SOLAR|['PUDAHUEL']|METROPOLITANA DE SANTIAGO
1911|LEBU LANCE HUALPEN,355,Biobío|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|BIO BIO
1912|7 ORIENTE,323,Biobío|SIETE ORIENTE|['CHIGUAYANTE', 'LOS ANGELES']|BIO BIO
1913|GENERAL MACKENA,593,OF 701,La Araucanía|GENERAL MACKENNA|['TEMUCO', 'ANGOL']|LA ARAUCANIA
1914|LOS CLAVELES,67,La Araucanía|LOS CLAVELES|['LOS SAUCES', 'CURACAUTIN', 'PITRUFQUEN', 'VILCUN', 'TEMUCO', 'LAUTARO', 'CUNCO', 'CARAHUE', 'ANGOL', 'PUREN', 'PADRE LAS CASAS', 'TRAIGUEN']|LA ARAUCANIA
1915|PASAJE LAS ALPACAS,438,Metropolitana de |PASAJE LAS ALPACAS|['PENALOLEN']|METROPOLITANA DE SANTIAGO
1916|CUBADIS,2525,Metropolitana de Santiago|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1917|21 DE MAYP,1922,Los Lagos|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|LOS LAGOS
1918|PSJE MONTE LETELIER,149,Metropolitana de|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1919|RIQUELME,1728,Metropolitana de Santiago|RIQUELME|['PUDAHUEL', 'LA FLORIDA', 'HUECHURABA', 'MELIPILLA', 'SAN RAMON']|METROPOLITANA DE SANTIAGO
1920|SANTIAGO,315,Los Lagos|SANTIAGO|['RIO NEGRO', 'PUERTO VARAS', 'PUERTO MONTT', 'OSORNO', 'PUERTO OCTAY']|LOS LAGOS
1921|LA CUMBRE,h2,Valparaíso|LA CUMBRE|['VINA DEL MAR', 'QUILLOTA', 'QUILPUE']|VALPARAISO
1922|POB EL BAJO,0,La Araucanía|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|LA ARAUCANIA
1923|PJE LEBU,1077,Tarapacá|LEBU|['IQUIQUE']|TARAPACA
1924|LOS BOLDOS,0270,Lib. Gral. Bernardo O'Hi|LOS BOLDOS|['PERALILLO', 'SAN VICENTE', 'LOLOL', 'SANTA CRUZ', 'MACHALI', 'GRANEROS', 'LITUECHE', 'RENGO']|LIBERTADOR GENERAL BERNARDO O HIGGINS
1925|LOS CERRILLLOS RIO CLARO,0,Maule|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|MAULE
1926|LOS CARRERAS,420,Atacama|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|ATACAMA
1927|OCEANO INDICO,838,Magallanes y de la Ant|OCEANO INDICO|['PUNTA ARENAS']|MAGALLANES Y DE LA ANTARTICA CHILENA
1928|RIO VAUPES,508,Metropolitana de Santiago|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1929|CARMEN,743,Maule|CARMEN|['LINARES', 'CURICO']|MAULE
1930|RIO MANZO,623,Biobío|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|BIO BIO
1931|APTAO,371,Metropolitana de Santiago|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1932|NUEVO CONTINENTE,11517,Metropolitana de |NUEVO CONTINENTE|['PUENTE ALTO', 'LA FLORIDA']|METROPOLITANA DE SANTIAGO
1933|PADRE TADEO 4,2240,Los Lagos|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|LOS LAGOS
1934|EL ROBLE,7,Coquimbo|EL ROBLE|['ILLAPEL', 'OVALLE']|COQUIMBO
1935|MANZANAL,SN,Biobío|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|BIO BIO
1936|LAS MONJITAS,0107,Metropolitana de Santi|LAS MONJITAS|['PADRE HURTADO']|METROPOLITANA DE SANTIAGO
1937|PSJECONSTANTINO 1135 VEL AB,0,Metropolit|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|REGION DESCONOCIDA
1938|JJ PEREZ,385,Biobío|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|BIO BIO
1939|PJE LA GRIETA BLOCK 1026 POBLAC BELLOTO |DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|REGION DESCONOCIDA
1940|POBLACION MACAL 3 LAS ENCINAS,63,Valpara|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|REGION DESCONOCIDA
1941|AV PRESIDENTE IBAEZ,1062,Maule|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|MAULE
1942|MOLINA, 630, BUIN, Metropolitana de Santiago|MOLINA|BUIN|METROPOLITANA DE SANTIAGO
1943|LAS QUEMAS,1628,Los Lagos|LAS QUEMAS|['PUERTO MONTT']|LOS LAGOS
